Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Result,Rpt Limit,Units,Method,Matrix,Sample Type,Parent Sample,Description,Notes,Date,Depth,Units2,Year
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Total Phosphorus,7723140,0.07,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L as P ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Total Phosphorus,7723140,0.12,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L as P ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Dissolved Boron,7440428,0.9,0.1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Dissolved Boron,7440428,1,0.1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Dissolved Potassium,7440097,2.1,0.5,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Dissolved Potassium,7440097,2.1,0.5,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Dissolved Sulfate,14808798,6,1,mg/L,EPA 300.0 28d Hold [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Dissolved Sulfate,14808798,6,1,mg/L,EPA 300.0 28d Hold [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Dissolved Chloride,16887006,7,1,mg/L,EPA 300.0 28d Hold [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Dissolved Chloride,16887006,7,1,mg/L,EPA 300.0 28d Hold [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Total Suspended Solids,0,8,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Dissolved Sodium,7440235,12,1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Dissolved Sodium,7440235,12,1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Total Suspended Solids,0,12,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Total Suspended Solids,0,12,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,,Duplicate,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Dissolved Magnesium,7439954,16,1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Total Magnesium,7439954,16,1,mg/L,EPA 200.7 (T) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Dissolved Magnesium,7439954,17,1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Total Magnesium,7439954,17,1,mg/L,EPA 200.7 (T) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Dissolved Calcium,7440702,22,1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Dissolved Calcium,7440702,23,1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Total Calcium,7440702,23,1,mg/L,EPA 200.7 (T) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Total Calcium,7440702,23,1,mg/L,EPA 200.7 (T) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Dissolved Hardness,0,122,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L as CaCO3 ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Total Hardness,0,125,1,mg/L as CaCO3,Std Method 2340 B (T) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L as CaCO3 ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Dissolved Hardness,0,126,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L as CaCO3 ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Total Alkalinity,471341,127,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L as CaCO3 ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Total Hardness,0,127,1,mg/L as CaCO3,Std Method 2340 B (T) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L as CaCO3 ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Total Alkalinity,471341,128,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L as CaCO3 ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Total Alkalinity,471341,130,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L as CaCO3 ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Total Dissolved Solids,0,166,1,mg/L,Std Method 2540 C [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Total Dissolved Solids,0,167,1,mg/L,Std Method 2540 C [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Specific Conductance,0,275,1,uS/cm@25 ¡C,Std Method 2510-B (Filtered) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,uS/cm@25 ¡C  ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5844,4/18/2017 10:30,Specific Conductance,0,275,1,uS/cm@25 ¡C,Std Method 2510-B (Filtered) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,9,uS/cm@25 ¡C  ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0417B5843,4/18/2017 10:30,Specific Conductance,0,278,1,uS/cm@25 ¡C,Std Method 2510-B (Filtered) [1]*,"Water, Natural",Normal Sample,0,,,4/18/2017,0.5,uS/cm@25 ¡C  ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,mg/L as N ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Nitrate + Nitrite,0,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,mg/L as N ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved ortho-Phosphate,14265442,0.01,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,mg/L as P ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Silver,7440224,0.03,0.03,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Silver,7440224,0.03,0.03,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Silver,7440224,0.03,0.03,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Silver,7440224,0.03,0.03,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Lead,7439921,0.04,0.04,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Lead,7439921,0.04,0.04,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Ammonia,7664417,0.05,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,mg/L as N ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Phosphorus,7723140,0.06,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,mg/L as P ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Chromium,7440473,0.08,0.05,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Chromium,7440473,0.08,0.05,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Chromium,7440473,0.08,0.05,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Chromium,7440473,0.09,0.05,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Cadmium,7440439,0.1,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Cadmium,7440439,0.1,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Cadmium,7440439,0.1,0.1,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Cadmium,7440439,0.1,0.1,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Nitrate,14797558,0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Nitrate,14797558,0.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Nitrate + Nitrite,0,0.1,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,mg/L as N ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Zinc,7440666,0.1,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Zinc,7440666,0.1,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved ortho-Phosphate,14265442,0.1,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,mg/L as P ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Phosphorus,7723140,0.11,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,mg/L as P ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Zinc,7440666,0.15,0.1,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Zinc,7440666,0.17,0.1,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Selenium,7782492,0.2,0.2,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Selenium,7782492,0.2,0.2,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Selenium,7782492,0.2,0.2,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Selenium,7782492,0.22,0.2,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Manganese,7439965,0.24,0.05,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Manganese,7439965,0.25,0.05,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Copper,7440508,0.66,0.05,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Copper,7440508,0.69,0.05,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Copper,7440508,0.74,0.05,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Mercury,7439976,0.8,0.5,ng/L,EPA 1631 E (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ng/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Copper,7440508,0.89,0.05,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Boron,7440428,0.9,0.1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Boron,7440428,0.9,0.1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Aluminum,7429905,1.1,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Mercury,7439976,1.1,0.5,ng/L,EPA 1631 E (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ng/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Mercury,7439976,1.2,0.5,ng/L,EPA 1631 E (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ng/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Aluminum,7429905,1.43,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Nickel,7440020,1.69,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Nickel,7440020,1.89,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Nickel,7440020,1.98,0.1,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Suspended Solids,0,2,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Potassium,7440097,2.1,0.5,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Nickel,7440020,2.14,0.1,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Manganese,7439965,2.19,0.05,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Arsenic,7440382,2.2,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Potassium,7440097,2.2,0.5,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,mg/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Arsenic,7440382,2.27,0.1,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Lead,7439921,2.37,0.04,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Iron,7439896,3.2,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Iron,7439896,3.5,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Dissolved Arsenic,7440382,3.74,0.1,ug/L,EPA 1638 (D) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10647,5/23/2017 11:05,Total Arsenic,7440382,4.43,0.1,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,9,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Total Aluminum,7429905,5.39,0.1,ug/L,EPA 1638 (T) [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,ug/L   ,2017
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,N0517B10646,5/23/2017 11:05,Dissolved Chloride,16887006,6,1,mg/L,EPA 300.0 28d Hold [1]*,"Water, Natural",Normal Sample,0,,,5/23/2017,0.5,mg/L   ,2017
